@RELATION svmTaps
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {enter,a,NOISE,space,q}

@DATA
0.073503,0.004126,2.715542,0.184215,0.185589,0.892816,0.011103,0.142468,-27.303916,0.467708,0.410730,0.539746,0.129712,-0.536458,0.244013,-0.370136,0.310931,0.407031,0.132859,0.322377,0.126866,0.001330,0.001448,0.002491,0.000440,0.001202,0.001179,0.007868,0.024343,0.037223,0.042705,0.005410,0.006010,0.020044,0.029828,0.004432,0.721637,0.034726,0.021373,0.560097,0.015111,0.081748,2.053894,1.033049,0.405611,0.353408,0.195763,0.304234,0.137107,0.302232,0.116264,0.180584,0.149695,0.136160,0.135422,0.000908,0.001515,0.000276,0.000151,0.000405,0.000724,0.008493,0.040228,0.051654,0.035581,0.003337,0.004472,0.015386,enter
0.144850,0.005164,2.270360,0.290284,0.237065,1.705233,0.002164,0.333711,-27.123344,0.471657,0.487153,0.334618,-0.171530,-0.237652,0.087242,-0.112363,0.150929,0.156720,-0.102642,-0.120409,0.111075,0.003994,0.002758,0.019839,0.003565,0.023165,0.008277,0.050351,0.002223,0.002694,0.003558,0.008279,0.002055,0.018016,0.022208,0.005975,0.979319,0.045174,0.036297,0.370576,0.001303,0.123831,1.711695,0.992964,0.339057,0.212170,0.156698,0.189242,0.261228,0.156705,0.105801,0.143976,0.169306,0.167319,0.118595,0.001993,0.001669,0.011374,0.003526,0.026472,0.005599,0.066962,0.001274,0.000710,0.002425,0.005792,0.001515,0.016231,enter
0.129083,0.003460,2.220622,0.220568,0.191894,1.430212,0.001981,0.224138,-27.520990,-0.482972,0.076542,-0.265094,-0.036570,-0.061672,-0.352023,0.160684,0.179627,0.063022,-0.095032,-0.207391,0.146874,0.005014,0.004216,0.006469,0.006580,0.003911,0.003012,0.008437,0.002322,0.001739,0.002448,0.017785,0.004192,0.005481,0.032111,0.004371,0.741529,0.031158,0.008250,0.417170,0.002186,0.065941,1.817561,0.483946,0.352349,0.276184,0.192207,0.594720,0.333033,0.093659,0.165043,0.161053,0.200260,0.124991,0.364613,0.002152,0.003797,0.002351,0.007014,0.001891,0.000764,0.002239,0.001065,0.000757,0.000783,0.022137,0.002044,0.005478,enter
0.161184,0.002584,1.658955,0.266028,0.212696,1.431577,0.001616,0.301497,-29.656296,-0.298608,0.614501,0.045218,-0.039517,-0.259867,0.075041,-0.051645,0.015061,0.055633,0.292967,0.091844,-0.045746,0.006080,0.002304,0.010327,0.004537,0.019833,0.013272,0.007997,0.001445,0.004951,0.003797,0.004172,0.004365,0.006721,0.022507,0.003473,0.932446,0.039542,0.051694,0.388040,0.001508,0.096399,3.201351,1.588424,0.059238,0.628680,0.143435,0.051850,0.186165,0.110588,0.213257,0.251695,0.159480,0.030345,0.217328,0.006590,0.000855,0.008560,0.004649,0.030985,0.019397,0.004416,0.000323,0.005211,0.003136,0.002541,0.002110,0.007896,enter
0.199524,0.002276,1.645970,0.256394,0.201366,1.767867,0.001214,0.288339,-28.532268,-0.598328,0.854613,0.282504,-0.094119,-0.143300,0.335879,0.053217,-0.023778,-0.339800,0.276294,0.113295,-0.171849,0.002885,0.001674,0.004271,0.003083,0.007515,0.002319,0.008452,0.000571,0.001603,0.003588,0.005756,0.004146,0.003208,0.052903,0.002583,1.023119,0.028749,0.013278,0.433938,0.000733,0.069951,2.501858,0.673192,0.727193,0.441769,0.336119,0.166875,0.201728,0.186622,0.104847,0.097701,0.180374,0.057741,0.095364,0.001107,0.000436,0.002344,0.001358,0.005256,0.001265,0.006913,0.000303,0.000502,0.001043,0.001599,0.002377,0.001309,a
0.134642,0.002844,1.654117,0.249604,0.230189,1.326745,0.001706,0.272459,-28.955697,-0.099976,0.258430,0.569671,-0.220487,0.156801,0.093593,0.171663,0.079502,-0.214441,0.165138,0.215371,0.129151,0.003008,0.002899,0.014978,0.005065,0.014203,0.009655,0.017575,0.000767,0.002451,0.005300,0.013661,0.004750,0.006868,0.022814,0.003633,0.922899,0.049499,0.042452,0.373997,0.001156,0.094270,3.694549,1.406771,0.538949,0.252858,0.227263,0.431005,0.107919,0.223979,0.246499,0.182861,0.109018,0.257528,0.032123,0.001289,0.000594,0.012774,0.000682,0.017608,0.013080,0.023550,0.000265,0.001352,0.002383,0.006047,0.002527,0.006887,a
0.118421,0.005088,2.336985,0.208947,0.208086,1.246243,0.002010,0.172414,-27.306962,-0.604157,-0.067771,0.509217,-0.174347,0.132247,0.242618,-0.296542,0.161333,0.131561,-0.023671,0.121205,0.268380,0.003386,0.004152,0.006548,0.004177,0.010575,0.001855,0.018151,0.002561,0.005146,0.006041,0.007454,0.008189,0.005999,0.006630,0.006706,0.852951,0.019100,0.033741,0.166835,0.001166,0.011532,2.283287,0.941981,0.334383,0.128221,0.256076,0.505787,0.026249,0.237195,0.134146,0.086392,0.149649,0.141864,0.216937,0.001635,0.003807,0.004471,0.002167,0.008054,0.000759,0.019066,0.000900,0.004003,0.002653,0.002459,0.006279,0.004287,a
0.190789,0.003681,2.282778,0.257064,0.210611,1.915255,0.001038,0.303993,-28.141335,-0.509273,0.313042,0.528958,-0.148816,-0.050981,0.446268,0.131447,0.035752,-0.075110,0.237300,0.124410,-0.072953,0.002042,0.002093,0.005430,0.003703,0.009301,0.003206,0.013418,0.003129,0.001841,0.003248,0.007120,0.003590,0.004019,0.033992,0.004903,0.983969,0.028606,0.012394,0.342725,0.000628,0.084241,2.852029,0.451338,0.219062,0.132059,0.167166,0.265805,0.249759,0.294315,0.157206,0.137249,0.208708,0.039515,0.126183,0.000406,0.001229,0.002018,0.000621,0.005679,0.001125,0.004550,0.001960,0.000593,0.000804,0.002875,0.001013,0.001007,a
0.182849,0.033450,3.109476,0.299149,0.261026,1.484755,0.001759,0.282214,-23.553992,0.924261,0.375675,0.681731,-0.277632,-0.224291,0.330141,-0.169798,-0.423062,0.412507,-0.189163,0.077630,0.357687,0.002387,0.000795,0.010640,0.004680,0.012197,0.009242,0.033513,0.048154,0.003520,0.004261,0.009773,0.000775,0.016629,0.050237,0.024963,0.164930,0.034909,0.029769,0.481520,0.001210,0.134979,0.802193,0.524444,0.195000,0.132776,0.181402,0.205623,0.099258,0.261326,0.234581,0.294914,0.127192,0.106227,0.104699,0.001757,0.000234,0.008081,0.003263,0.008126,0.001165,0.018546,0.025871,0.001709,0.002004,0.007381,0.000365,0.002880,a
0.154378,0.003467,2.593376,0.268502,0.255517,1.447172,0.001795,0.246143,-28.925322,0.203817,0.803814,0.437972,-0.200541,0.022805,0.064412,-0.047616,0.013817,-0.097153,0.156528,0.103154,0.049175,0.004689,0.002527,0.017274,0.006273,0.026250,0.008569,0.026462,0.001238,0.006658,0.005210,0.011363,0.003668,0.010174,0.034128,0.005840,0.883317,0.048000,0.039343,0.113312,0.001129,0.124206,2.907861,0.903247,0.271165,0.162857,0.150904,0.044351,0.206364,0.212172,0.037371,0.177427,0.003495,0.104419,0.256878,0.000343,0.001375,0.008142,0.003711,0.018930,0.005925,0.017931,0.000483,0.006433,0.001327,0.005321,0.001269,0.005066,a
0.196915,0.002315,2.323565,0.267270,0.206611,2.048318,0.000904,0.358439,-29.036837,-0.500974,0.447325,0.409839,-0.209752,-0.135032,0.267617,-0.066033,0.003562,-0.206558,0.180664,0.221895,-0.043096,0.003252,0.002982,0.005576,0.004369,0.005023,0.003289,0.007528,0.001366,0.002340,0.005668,0.005117,0.003702,0.002291,0.051396,0.003067,0.919506,0.024703,0.009149,0.303943,0.000579,0.052932,3.040131,0.514528,0.383121,0.285878,0.179292,0.381815,0.195314,0.212145,0.140757,0.099887,0.180705,0.094289,0.201938,0.001097,0.001228,0.002098,0.003045,0.001744,0.001794,0.002512,0.000338,0.001272,0.002108,0.001831,0.000950,0.000426,a
0.129310,0.005728,2.412943,0.252582,0.234884,1.318953,0.002441,0.228675,-28.206080,0.026607,0.403523,0.505404,-0.186487,-0.015942,0.118029,0.136726,0.025219,-0.245023,0.213311,0.273210,0.082945,0.004759,0.003172,0.026840,0.003698,0.029378,0.009465,0.021144,0.001486,0.002892,0.004879,0.009194,0.005385,0.011018,0.037938,0.005709,0.767324,0.049576,0.050868,0.265993,0.001416,0.091703,3.728972,1.321912,0.285388,0.229482,0.196693,0.224994,0.193163,0.164344,0.251340,0.151522,0.153310,0.147824,0.173295,0.002962,0.001311,0.021345,0.003164,0.024321,0.012559,0.012980,0.000306,0.002150,0.003574,0.004240,0.005148,0.007139,a
0.186819,0.003088,2.425545,0.263644,0.211595,1.974184,0.001148,0.342332,-28.742251,-0.609283,0.444934,0.587254,-0.041053,0.130945,0.088075,0.119001,0.195667,-0.347419,0.210611,0.225071,-0.130267,0.002547,0.003182,0.008677,0.003570,0.006171,0.002546,0.011886,0.000973,0.002068,0.003722,0.005584,0.003377,0.003393,0.046060,0.004443,0.845353,0.021596,0.007637,0.322925,0.000666,0.054565,2.832085,0.609512,0.510593,0.229512,0.072980,0.230803,0.049356,0.258462,0.127287,0.168925,0.175744,0.206198,0.170208,0.000759,0.002101,0.001120,0.001524,0.001270,0.001077,0.004946,0.000801,0.001154,0.000707,0.001533,0.002220,0.000920,a
0.203040,0.002406,2.287326,0.266271,0.206953,2.054487,0.001225,0.350272,-28.791311,-0.693494,0.272096,0.548866,-0.242966,0.016133,0.229669,0.068439,0.008371,-0.201405,0.160256,0.153960,-0.027737,0.003727,0.003317,0.004052,0.004314,0.005644,0.004009,0.006586,0.002175,0.002128,0.004141,0.006093,0.002717,0.001976,0.044530,0.003162,1.018981,0.034351,0.010675,0.441610,0.000771,0.085678,2.622144,0.627021,0.567278,0.246924,0.148567,0.084543,0.146792,0.369463,0.117518,0.097152,0.180547,0.152409,0.059925,0.001985,0.001360,0.000286,0.001018,0.001840,0.001390,0.000834,0.001198,0.001029,0.001398,0.003085,0.000945,0.000378,a
0.146892,0.002898,1.763525,0.261184,0.229996,1.406569,0.001783,0.266788,-29.384028,-0.622974,-0.078232,0.343211,-0.333612,0.048576,0.432801,0.084005,-0.045847,-0.188485,0.191542,0.074250,0.134324,0.003414,0.002599,0.007651,0.005911,0.013704,0.006222,0.038442,0.002128,0.003506,0.004930,0.002940,0.003371,0.011275,0.027800,0.003655,0.813657,0.056167,0.048135,0.307840,0.001242,0.104736,3.970452,1.376610,0.319621,0.224150,0.192769,0.118680,0.434587,0.269436,0.063220,0.140906,0.073955,0.291574,0.279458,0.001894,0.001077,0.008153,0.005633,0.018366,0.004704,0.055818,0.001871,0.002316,0.002474,0.000422,0.002139,0.014686,a
0.119669,0.002051,1.841893,0.249824,0.234220,1.379265,0.002724,0.203494,-29.870334,-0.039029,0.492083,0.454029,-0.088242,0.052682,0.253181,0.316045,-0.119448,-0.255024,0.084200,0.333696,-0.019405,0.001962,0.002967,0.036997,0.006148,0.010192,0.004002,0.070492,0.001010,0.002290,0.005635,0.018237,0.001210,0.022876,0.016186,0.003017,0.851903,0.030046,0.037639,0.544150,0.001873,0.113389,3.401946,1.323500,0.588364,0.206383,0.156639,0.266475,0.183441,0.119973,0.070704,0.262703,0.110232,0.176974,0.169668,0.000950,0.001088,0.029795,0.003312,0.006270,0.001839,0.093939,0.000428,0.001392,0.003039,0.015845,0.000371,0.024407,a
0.221529,0.002983,2.268376,0.282524,0.214750,2.200993,0.000887,0.407895,-28.188698,-0.628891,0.278946,0.592266,-0.146013,-0.030223,0.123608,0.403043,0.027520,-0.114352,0.274570,0.278121,-0.051692,0.005283,0.002060,0.007210,0.003280,0.007875,0.004416,0.008884,0.000982,0.001418,0.001933,0.006333,0.002025,0.003062,0.040325,0.004069,0.913499,0.033080,0.008322,0.359442,0.000516,0.091554,2.433548,0.377054,0.339799,0.192792,0.124110,0.193264,0.076876,0.333456,0.302104,0.215616,0.238251,0.201323,0.039828,0.002298,0.001094,0.002990,0.001442,0.002361,0.002835,0.004865,0.000233,0.000722,0.000624,0.001820,0.000923,0.001184,a
0.121030,0.004036,1.988562,0.214136,0.217509,1.125731,0.002287,0.149274,-28.614619,-0.717010,0.436469,0.810239,0.044613,-0.083282,0.101309,0.265550,-0.101138,-0.340537,0.360507,0.085281,0.191397,0.002376,0.003594,0.008697,0.006302,0.038356,0.003736,0.010129,0.001997,0.003237,0.003766,0.005590,0.003201,0.010301,0.012151,0.006428,1.054185,0.026521,0.035783,0.110779,0.001433,0.009354,2.650026,0.844822,0.264321,0.380276,0.304801,0.231004,0.277298,0.347467,0.117416,0.164001,0.170892,0.196250,0.221745,0.001727,0.001958,0.003686,0.001699,0.031263,0.001130,0.005761,0.001515,0.002735,0.001859,0.002771,0.001102,0.008008,a
0.162999,0.003681,2.248592,0.223936,0.197695,1.643310,0.001748,0.235254,-27.239850,-0.936247,0.019139,0.599552,0.030874,-0.180462,0.119280,0.202936,0.022721,-0.261459,0.326718,0.000293,0.223384,0.001887,0.002160,0.005023,0.006642,0.010122,0.004527,0.003208,0.001301,0.001985,0.003795,0.005046,0.004338,0.003031,0.027676,0.004582,1.005721,0.028391,0.007957,0.335158,0.001144,0.075912,1.586999,0.504832,0.259374,0.378377,0.114587,0.103241,0.037156,0.200748,0.190353,0.141706,0.139237,0.123601,0.269676,0.001236,0.001550,0.003129,0.003587,0.004130,0.002483,0.001717,0.000556,0.001606,0.000901,0.002464,0.002705,0.000779,a
0.116720,0.003923,2.122026,0.229241,0.225046,1.220036,0.002962,0.170826,-28.422046,-0.192706,0.568615,0.439173,-0.276372,-0.035347,0.139250,0.309807,-0.019572,-0.031478,0.309258,0.216314,0.058238,0.002580,0.002230,0.031827,0.003294,0.026801,0.004338,0.029130,0.001352,0.001835,0.005520,0.009863,0.003065,0.014192,0.012214,0.004070,0.945259,0.027064,0.027200,0.303722,0.001739,0.039154,3.297277,1.010925,0.397188,0.119623,0.103996,0.473222,0.236120,0.200184,0.174011,0.201953,0.237918,0.100014,0.098768,0.001443,0.000335,0.037257,0.002258,0.031115,0.001581,0.021670,0.000530,0.000682,0.004502,0.004624,0.001113,0.011309,a
0.135776,0.003833,2.332634,0.251970,0.238842,1.277387,0.002780,0.205989,-28.856448,-0.065904,0.683622,0.617058,-0.094283,0.023564,0.023176,0.193110,0.006791,-0.196721,0.107528,0.043397,0.174136,0.003649,0.001841,0.042316,0.006711,0.022088,0.003041,0.024681,0.001295,0.002931,0.004251,0.023086,0.002453,0.013308,0.010705,0.004164,0.630074,0.048775,0.044989,0.272435,0.001645,0.062840,3.587576,1.471487,0.256717,0.212141,0.251783,0.260601,0.174738,0.229546,0.106447,0.127563,0.176583,0.190882,0.251239,0.001598,0.000821,0.033526,0.002237,0.019111,0.001201,0.021949,0.001410,0.002399,0.000717,0.017552,0.002307,0.010733,a
0.180581,0.002249,2.169122,0.251280,0.200782,1.949886,0.000992,0.343240,-29.539637,-0.989980,0.256010,0.424338,-0.193469,-0.009640,0.064669,0.047111,0.181424,-0.229795,0.344311,0.171523,-0.000262,0.004538,0.002875,0.004992,0.002648,0.003350,0.002330,0.005826,0.002531,0.001840,0.004105,0.004198,0.003897,0.001761,0.023142,0.003615,1.140611,0.018175,0.008637,0.138913,0.000591,0.022157,2.864416,0.317149,0.412535,0.144692,0.260166,0.115797,0.138634,0.305854,0.149663,0.086580,0.226410,0.317313,0.134759,0.001139,0.001193,0.000696,0.000683,0.001388,0.000818,0.001265,0.001527,0.000799,0.001216,0.002011,0.002673,0.000297,a
0.137364,0.005165,1.514048,0.226414,0.204350,1.529430,0.001148,0.234800,-27.229703,-0.929087,0.169259,0.728597,-0.208980,-0.254899,0.291059,0.247868,-0.083017,-0.260201,0.212986,0.253150,0.111897,0.002980,0.002279,0.006180,0.008479,0.007208,0.004514,0.009255,0.002017,0.003158,0.003821,0.005681,0.003504,0.003332,0.028279,0.005409,0.704590,0.024600,0.013310,0.223770,0.000687,0.079729,2.457968,0.528677,0.436083,0.100668,0.113894,0.293778,0.252545,0.248616,0.124394,0.287670,0.150717,0.218474,0.274380,0.000734,0.001096,0.001669,0.005419,0.003844,0.001808,0.005756,0.001537,0.002533,0.001324,0.002962,0.002330,0.001399,a
0.130898,0.003441,1.517843,0.235944,0.221126,1.300376,0.002043,0.167650,-27.957683,-0.476080,0.108581,0.430381,0.040612,0.042445,0.173511,0.037945,0.086575,-0.259338,0.115134,-0.004583,0.024265,0.004106,0.002449,0.011619,0.004200,0.026068,0.004362,0.008725,0.001421,0.002134,0.006267,0.007213,0.003565,0.007636,0.011467,0.003668,1.003853,0.028555,0.039478,0.304656,0.001994,0.037658,3.198585,1.307750,0.539233,0.259580,0.277970,0.220543,0.244009,0.260613,0.182099,0.402689,0.129558,0.199522,0.114497,0.001796,0.001315,0.011158,0.001890,0.036616,0.002392,0.010228,0.001005,0.001449,0.004138,0.003437,0.001462,0.009363,a
0.140653,0.003567,1.824255,0.267085,0.233899,1.549209,0.001738,0.269283,-28.519313,-0.054160,0.198672,0.493685,-0.282179,-0.282647,0.163256,0.020095,0.007346,-0.211788,0.159977,-0.067323,0.193198,0.003015,0.001877,0.008897,0.011683,0.019115,0.010849,0.023670,0.001248,0.004952,0.005343,0.008513,0.003090,0.008047,0.028823,0.003518,0.768856,0.036521,0.041362,0.370476,0.001918,0.070581,3.856112,1.370769,0.441479,0.234469,0.126992,0.227206,0.225320,0.127372,0.111739,0.269638,0.265808,0.184919,0.127668,0.001316,0.000731,0.005508,0.010052,0.024114,0.010229,0.027149,0.000331,0.006552,0.000973,0.004560,0.000943,0.008254,a
0.214837,0.003568,2.189593,0.258965,0.208941,1.878163,0.001070,0.325091,-28.077885,-0.563451,0.353288,0.724665,-0.144769,0.054827,0.230568,0.075782,0.117249,-0.074926,0.093380,-0.049667,-0.085827,0.003330,0.003295,0.008808,0.004040,0.005908,0.004566,0.017042,0.001062,0.001017,0.002854,0.007533,0.005148,0.005094,0.053741,0.004980,0.645299,0.041948,0.011022,0.521220,0.000624,0.097296,2.663139,0.309385,0.626510,0.337166,0.246913,0.189640,0.234594,0.294630,0.164447,0.155279,0.195942,0.231188,0.147426,0.001209,0.001726,0.005561,0.001009,0.001635,0.002592,0.013500,0.000440,0.000470,0.000326,0.005103,0.004648,0.003291,a
0.133280,0.010381,2.774686,0.237029,0.224328,1.158982,0.002617,0.186933,-25.681035,0.012261,-0.500012,-0.007005,-0.312111,0.082454,0.319604,0.079786,-0.179011,-0.066966,0.149197,0.156393,0.194806,0.003536,0.004537,0.006081,0.007613,0.025081,0.004940,0.033536,0.005162,0.001841,0.002558,0.005368,0.001826,0.011546,0.016724,0.006827,0.387549,0.048989,0.047079,0.281843,0.001901,0.063105,3.699128,1.064626,0.745128,0.242034,0.262172,0.111667,0.194613,0.166226,0.216340,0.158199,0.241610,0.077348,0.075697,0.002033,0.001121,0.000710,0.001709,0.034384,0.001530,0.033036,0.005446,0.001341,0.000667,0.004503,0.000948,0.011103,a
0.125113,0.002475,1.975965,0.258689,0.233700,1.462515,0.002032,0.211434,-29.851046,-0.322130,0.734497,0.634207,-0.045486,0.020194,0.108228,0.184601,-0.092689,-0.266401,0.195061,0.226168,0.034729,0.002658,0.001705,0.022807,0.004287,0.023024,0.003735,0.020766,0.000608,0.001900,0.006162,0.016365,0.004786,0.010340,0.026509,0.003134,0.955888,0.037068,0.040300,0.214270,0.001464,0.028839,3.882423,1.366437,0.411583,0.270044,0.195394,0.456125,0.210124,0.158508,0.102920,0.347726,0.061223,0.044066,0.162306,0.001064,0.000968,0.018881,0.000856,0.029830,0.000796,0.021339,0.000059,0.000983,0.004135,0.011553,0.004733,0.009052,a
0.216765,0.004159,2.481722,0.269806,0.210647,2.065670,0.000974,0.349819,-28.015641,-0.638813,0.500378,0.580637,-0.322596,-0.046665,0.425832,0.180118,-0.048835,-0.167654,0.144554,0.001923,-0.099849,0.003959,0.002553,0.005660,0.002928,0.005796,0.003011,0.009493,0.001969,0.001376,0.001313,0.006028,0.003197,0.002828,0.040709,0.005123,0.746443,0.024528,0.005896,0.291668,0.000578,0.068758,2.799699,0.408171,0.444152,0.159269,0.124840,0.257659,0.275858,0.280189,0.173840,0.083190,0.135832,0.066548,0.079662,0.002606,0.001338,0.001613,0.001777,0.001398,0.002298,0.003217,0.000594,0.000628,0.000197,0.002924,0.001203,0.000748,a
0.176611,0.002348,2.244905,0.256394,0.206173,1.958885,0.001267,0.338929,-29.580476,-0.864134,0.189435,0.461304,-0.281233,0.004752,-0.058739,0.061938,0.193080,-0.144326,0.219165,0.094783,-0.135746,0.003557,0.002981,0.006024,0.002138,0.004217,0.002768,0.007133,0.001127,0.002120,0.003956,0.007605,0.003906,0.002507,0.032738,0.003633,1.135281,0.024649,0.010328,0.299119,0.000835,0.066120,2.957333,0.353514,0.459470,0.103662,0.085877,0.156856,0.239247,0.278104,0.107371,0.104437,0.247759,0.243777,0.157967,0.002029,0.000942,0.001954,0.000382,0.002248,0.001552,0.001286,0.000431,0.001473,0.001953,0.002985,0.001438,0.000462,a
0.145758,0.004830,2.281663,0.242141,0.234952,1.375915,0.001890,0.218693,-27.357697,-0.108024,0.613201,0.496393,-0.277502,-0.140313,0.110560,0.212117,0.109405,-0.175003,0.185734,0.284832,0.081878,0.008981,0.003268,0.013468,0.004211,0.015590,0.003496,0.020158,0.001697,0.004562,0.007582,0.017751,0.005119,0.007711,0.034164,0.006183,0.860508,0.054876,0.048083,0.146011,0.001182,0.083007,2.680082,1.127918,0.379184,0.306024,0.182740,0.219527,0.196546,0.089978,0.242017,0.237505,0.156607,0.092866,0.158766,0.010144,0.002189,0.009178,0.001699,0.011359,0.002787,0.015183,0.000768,0.004016,0.004304,0.016185,0.004584,0.005422,a
0.139859,0.003736,1.612575,0.249960,0.228943,1.371682,0.001981,0.193512,-28.156228,-0.430155,-0.043973,0.352349,-0.265565,0.019725,0.124111,0.173617,-0.137690,0.041657,0.064448,0.068563,0.082434,0.003503,0.004046,0.005943,0.005058,0.017097,0.004069,0.030344,0.002515,0.002509,0.007274,0.006065,0.002527,0.009211,0.012681,0.004578,0.974982,0.036555,0.040007,0.320133,0.001926,0.022425,3.512375,1.412565,0.374611,0.434106,0.338239,0.298612,0.186116,0.254318,0.156770,0.100863,0.422542,0.181593,0.080140,0.000988,0.001986,0.003413,0.001653,0.021353,0.001408,0.041112,0.002025,0.002195,0.004772,0.002369,0.001848,0.011431,a
0.021031,0.131662,3.269350,0.128227,0.219425,0.040206,0.002693,0.022686,-22.586990,2.775014,-0.734110,-0.097179,-1.308053,-0.802336,-0.029235,0.052241,0.114695,0.317526,0.384365,0.080536,-0.169697,0.004133,0.002054,0.004906,0.019136,0.003981,0.001984,0.004393,0.001090,0.003840,0.083135,0.090308,0.009496,0.032919,0.007380,0.065528,0.046505,0.018234,0.014168,0.020230,0.002044,0.007554,0.801068,0.362837,0.145677,0.220915,0.211282,0.202193,0.234616,0.130433,0.137438,0.130721,0.121765,0.097056,0.146832,0.001336,0.000675,0.003336,0.028129,0.002913,0.000653,0.001916,0.000737,0.001601,0.022169,0.023376,0.002610,0.003305,NOISE
0.246023,0.010854,3.227244,0.311754,0.231658,2.213235,0.001083,0.434184,-24.702815,0.818677,-0.328930,-0.418355,0.255875,-0.027770,0.025967,-0.028835,0.045904,-0.144239,0.164222,0.052365,0.102106,0.010723,0.002640,0.007194,0.005293,0.010511,0.006846,0.009643,0.003980,0.003176,0.003972,0.009953,0.004127,0.005709,0.024966,0.016524,0.170694,0.008501,0.015518,0.205526,0.000379,0.040574,0.501637,0.458042,0.252044,0.240410,0.133103,0.148024,0.336452,0.174751,0.158966,0.193316,0.115315,0.170156,0.187800,0.010032,0.001242,0.003620,0.003766,0.006171,0.007425,0.004744,0.004744,0.001738,0.002276,0.011089,0.003208,0.002652,NOISE
0.232145,0.025390,3.288489,0.286962,0.216774,2.295427,0.000890,0.398367,-23.186416,-0.152189,0.302404,0.452025,0.006700,-0.131270,0.122541,-0.291100,0.095891,0.036801,0.024325,0.242069,0.075528,0.002700,0.002566,0.005652,0.002346,0.009338,0.002877,0.010346,0.002222,0.002683,0.004841,0.005793,0.002523,0.003517,0.026135,0.007299,0.044581,0.017662,0.002634,0.249749,0.000352,0.041517,0.617063,0.289143,0.382621,0.189730,0.153743,0.134403,0.176215,0.154753,0.185960,0.128049,0.185510,0.164492,0.148543,0.001374,0.001732,0.002025,0.000982,0.006170,0.001370,0.006262,0.002811,0.001545,0.002586,0.004805,0.001336,0.001907,NOISE
0.124266,0.063854,3.250583,0.234913,0.244038,1.029543,0.002376,0.223070,-21.934657,1.217972,-0.830577,-0.151340,0.197128,0.265483,0.160617,-0.623511,0.238148,0.277296,0.057367,0.084627,-0.034538,0.003878,0.002525,0.007065,0.001456,0.009998,0.011693,0.011391,0.014658,0.011884,0.045972,0.005753,0.002980,0.018224,0.026719,0.029027,0.057734,0.014277,0.008243,0.298969,0.001079,0.078137,0.320275,0.207624,0.195029,0.185707,0.168370,0.172537,0.204629,0.259642,0.213402,0.194379,0.235741,0.217808,0.147083,0.002900,0.001996,0.007317,0.000902,0.006750,0.026032,0.007771,0.020072,0.015699,0.041656,0.003067,0.002263,0.007921,NOISE
