@RELATION svmTaps
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {enter,a,NOISE,space,q}

@DATA
0.161364,0.027815,3.124428,0.311990,0.287273,1.029194,0.002478,0.224672,-24.080476,2.067674,0.429761,0.260593,-0.005522,0.111232,0.076378,0.149069,0.061711,-0.054403,0.008262,0.067254,0.065144,0.008174,0.001838,0.043706,0.012354,0.050845,0.003327,0.081943,0.002112,0.002071,0.007614,0.016827,0.003298,0.030114,0.085188,0.021363,0.142638,0.048535,0.031043,0.676206,0.001354,0.189682,0.934719,0.403231,0.342979,0.280697,0.221662,0.213856,0.200629,0.167546,0.191689,0.169690,0.148715,0.115300,0.120308,0.006994,0.001334,0.031864,0.014015,0.035154,0.002327,0.050135,0.003373,0.001784,0.007220,0.014915,0.003544,0.010253,NOISE
0.122958,0.073477,3.135281,0.302788,0.305646,0.654073,0.002810,0.090904,-22.283682,2.226165,0.367800,0.188774,-0.042316,-0.174640,-0.074114,0.141550,0.039845,0.034832,-0.041777,0.067169,0.141810,0.015733,0.002768,0.054663,0.007655,0.042903,0.014149,0.106324,0.000485,0.009311,0.007648,0.009064,0.004286,0.037382,0.025634,0.033675,0.102476,0.026318,0.004099,0.223388,0.001533,0.094259,0.481719,0.340819,0.306736,0.299100,0.137711,0.200106,0.240866,0.239122,0.153796,0.206624,0.137238,0.115558,0.098879,0.013803,0.002405,0.048079,0.009361,0.030629,0.017174,0.063401,0.000273,0.010790,0.005013,0.003684,0.006534,0.012033,NOISE
0.254350,0.044533,3.300744,0.301474,0.216047,2.463522,0.000743,0.425910,-22.672094,-0.191114,0.388386,0.542977,0.106113,-0.156453,-0.029836,-0.308518,0.214190,-0.077776,-0.049492,0.196598,-0.012364,0.002541,0.002691,0.005989,0.003038,0.006397,0.002849,0.005853,0.001376,0.003001,0.003042,0.004873,0.003141,0.002271,0.014543,0.007241,0.011938,0.009114,0.002771,0.091761,0.000197,0.018597,0.164200,0.169111,0.143893,0.173836,0.165997,0.167317,0.145721,0.133380,0.125923,0.131756,0.140634,0.199440,0.137370,0.000795,0.001808,0.002676,0.001312,0.002190,0.001586,0.003235,0.000685,0.001119,0.001388,0.001469,0.001628,0.000544,NOISE
0.167129,0.006257,3.263336,0.286224,0.250744,1.475558,0.001092,0.339009,-24.776733,0.912566,-0.752957,-0.122004,0.291800,-0.138971,0.019447,-0.193309,-0.109507,0.180485,0.374069,-0.005277,-0.077612,0.019965,0.003640,0.012811,0.004240,0.011513,0.004558,0.016399,0.015435,0.007208,0.003308,0.005334,0.002121,0.008671,0.022058,0.002211,0.058766,0.014933,0.010826,0.273633,0.000417,0.054467,0.315244,0.368208,0.273728,0.131913,0.175572,0.143869,0.149738,0.164615,0.142448,0.159661,0.217876,0.177406,0.156905,0.017135,0.002677,0.018958,0.003245,0.006310,0.002336,0.009729,0.009885,0.003591,0.001460,0.004753,0.000921,0.005408,NOISE
0.133687,0.044174,3.249353,0.229929,0.241105,1.331038,0.002785,0.220562,-22.101187,1.305365,-0.538078,-0.324220,0.133764,0.052333,0.184037,-0.137286,0.093971,-0.150816,0.116379,0.100341,0.270951,0.006994,0.003034,0.016416,0.007325,0.018233,0.012131,0.018195,0.003061,0.005763,0.011161,0.013212,0.007105,0.009677,0.038796,0.030547,0.027237,0.016097,0.010850,0.429495,0.002646,0.079282,0.373340,0.367737,0.253611,0.242969,0.114839,0.180260,0.254182,0.158237,0.290185,0.192778,0.130496,0.211662,0.205441,0.005970,0.002438,0.011820,0.006333,0.010030,0.013173,0.010271,0.002775,0.005292,0.020804,0.010052,0.006780,0.004908,NOISE
0.150475,0.021997,3.235153,0.252578,0.254526,1.076119,0.001573,0.179140,-23.017875,1.449563,-0.616779,-0.133648,0.013020,0.095940,-0.010163,-0.042906,0.125767,-0.049941,0.057379,0.092891,0.068184,0.009353,0.011509,0.013477,0.005761,0.027092,0.007967,0.021986,0.006757,0.006167,0.006109,0.011379,0.008402,0.009198,0.061782,0.018091,0.058211,0.013952,0.036996,0.535789,0.000567,0.111173,0.384569,0.385330,0.217857,0.192291,0.140256,0.168216,0.189317,0.206415,0.132900,0.152330,0.188112,0.167380,0.148273,0.005635,0.009969,0.007063,0.003390,0.018769,0.005223,0.018666,0.007340,0.004673,0.002816,0.006116,0.007984,0.005389,NOISE
0.046306,0.012991,3.074600,0.148310,0.214874,0.202566,0.008615,0.051030,-25.116341,2.065863,-0.684734,0.188077,-0.538958,0.047560,0.154712,-0.127872,-0.198707,-0.043461,-0.112125,0.036830,-0.086457,0.022877,0.003525,0.019155,0.006220,0.012920,0.008848,0.026858,0.004451,0.014356,0.017103,0.018018,0.008983,0.016048,0.019547,0.016393,0.178895,0.038578,0.031374,0.090534,0.004428,0.018006,1.846089,0.321841,0.759696,0.480042,0.521914,0.417272,0.318854,0.229249,0.290440,0.205415,0.244954,0.204418,0.295248,0.029294,0.003932,0.015432,0.005156,0.018094,0.006874,0.022810,0.004109,0.016604,0.010846,0.018364,0.015301,0.005537,NOISE
0.140333,0.048636,3.234690,0.240871,0.238038,1.215940,0.002630,0.235027,-22.389514,1.275146,-0.579345,-0.180632,0.231102,0.180394,0.027733,-0.454165,0.161140,0.067389,0.095078,0.044819,-0.058335,0.006331,0.004567,0.008927,0.003055,0.011262,0.005946,0.013311,0.008186,0.020509,0.058136,0.005983,0.003470,0.022217,0.051291,0.027207,0.069369,0.021596,0.017914,0.518430,0.001533,0.097365,0.416337,0.262757,0.322144,0.194157,0.252037,0.205669,0.173092,0.296901,0.185556,0.231952,0.255859,0.179107,0.233469,0.008212,0.005669,0.005259,0.002244,0.005908,0.005360,0.010542,0.010056,0.038310,0.075739,0.002588,0.002529,0.018239,NOISE
0.143109,0.007538,2.937561,0.211528,0.194040,1.324865,0.002666,0.244902,-27.278653,0.094142,0.082237,-0.005738,-0.277618,-0.012050,-0.011196,-0.106405,0.048253,0.027427,0.028285,-0.155973,0.073705,0.003665,0.004074,0.009743,0.004381,0.007549,0.007750,0.016674,0.008916,0.003943,0.007929,0.007468,0.003088,0.007211,0.055701,0.013765,0.537763,0.057649,0.038587,0.434854,0.001592,0.113452,2.601041,1.040489,0.482200,0.341715,0.342896,0.167890,0.188470,0.201041,0.177160,0.213573,0.258815,0.134568,0.169709,0.001936,0.004385,0.009384,0.003391,0.006416,0.012744,0.017279,0.010086,0.002619,0.012310,0.005285,0.001901,0.004898,NOISE
0.115725,0.058836,3.154198,0.278569,0.295037,0.651127,0.003149,0.081563,-22.385661,2.264013,0.405637,0.031524,-0.093573,-0.069176,0.028614,0.226586,0.068516,0.035147,-0.125152,-0.010519,-0.032781,0.056021,0.003522,0.056122,0.014068,0.023770,0.004900,0.056654,0.000498,0.012658,0.005645,0.020612,0.006586,0.029387,0.046040,0.021862,0.085077,0.027188,0.012486,0.388796,0.001242,0.101298,0.678550,0.283815,0.405735,0.227499,0.234731,0.271446,0.194728,0.180124,0.189024,0.167594,0.203881,0.137462,0.156714,0.043205,0.003616,0.037467,0.018322,0.019442,0.004359,0.030720,0.000234,0.019681,0.004212,0.018812,0.006308,0.006970,NOISE
0.268362,0.041683,3.305656,0.310372,0.214941,2.521137,0.000742,0.441657,-22.948181,-0.047257,0.579228,0.505086,-0.138712,-0.101259,0.032949,-0.374414,0.290720,0.027783,-0.032418,0.152536,0.142064,0.002497,0.001947,0.004814,0.002364,0.008921,0.003293,0.005733,0.000874,0.002831,0.003189,0.004808,0.003401,0.002628,0.018153,0.004485,0.006209,0.012106,0.001526,0.088792,0.000198,0.029753,0.184446,0.118150,0.103204,0.123368,0.153434,0.098762,0.142995,0.148746,0.078376,0.121769,0.117145,0.120472,0.178647,0.001063,0.000908,0.001658,0.001310,0.003851,0.001308,0.002955,0.000360,0.001602,0.001367,0.002502,0.002149,0.000908,NOISE
0.132326,0.055725,3.140840,0.306106,0.306340,0.782230,0.002234,0.129817,-22.287057,2.082458,0.243278,0.345874,-0.009907,-0.022419,0.192428,0.130725,0.007956,0.052800,-0.117950,-0.036908,0.047368,0.012390,0.001449,0.062382,0.007015,0.046437,0.004927,0.109644,0.000968,0.002298,0.007406,0.024772,0.004542,0.037690,0.032951,0.021327,0.091383,0.017822,0.002241,0.271378,0.001031,0.125616,0.339805,0.319176,0.255975,0.183594,0.253490,0.129187,0.104056,0.145924,0.169940,0.202877,0.168415,0.173826,0.123924,0.008128,0.000991,0.039778,0.004747,0.023208,0.004380,0.066492,0.000530,0.001726,0.004880,0.021312,0.002484,0.013618,NOISE
0.188508,0.047158,3.261954,0.295165,0.255515,1.519620,0.001246,0.356091,-21.927041,1.579203,-0.606894,-0.277295,0.215303,-0.217829,0.111761,0.198519,-0.038323,-0.194022,0.181027,0.284413,0.154114,0.006802,0.004474,0.021880,0.016864,0.029018,0.011405,0.020339,0.003558,0.007159,0.005371,0.007338,0.001715,0.011558,0.034442,0.015734,0.026435,0.013692,0.013608,0.323379,0.000431,0.053373,0.353010,0.230572,0.237009,0.240347,0.206696,0.245350,0.155015,0.209392,0.138410,0.175994,0.181759,0.189090,0.177975,0.003702,0.003450,0.012599,0.014472,0.018091,0.010712,0.015260,0.002544,0.004354,0.002621,0.003697,0.000786,0.004412,NOISE
0.195073,0.045184,3.259346,0.292667,0.254068,1.620193,0.001220,0.406427,-21.549518,1.524256,-0.473085,-0.076178,0.103265,0.034342,0.160688,-0.043380,-0.142543,-0.142706,-0.098411,0.026396,0.161455,0.006280,0.004766,0.019117,0.013362,0.021018,0.013702,0.016811,0.006321,0.007950,0.009382,0.009814,0.003198,0.008631,0.024104,0.011970,0.016562,0.011975,0.008784,0.236960,0.000484,0.062078,0.442700,0.210043,0.165968,0.227357,0.185716,0.200543,0.151399,0.219232,0.212509,0.231872,0.171200,0.138637,0.125685,0.004839,0.003082,0.007901,0.007137,0.011461,0.008418,0.008337,0.009958,0.004359,0.006253,0.004595,0.002057,0.002131,NOISE
0.099258,0.014363,3.031533,0.231280,0.263564,0.573959,0.005329,0.159496,-25.419814,2.052919,-0.604836,0.384975,-0.234476,0.086205,-0.039507,-0.157682,0.026352,0.034173,-0.370189,0.083060,0.197679,0.012496,0.007922,0.022380,0.021206,0.054285,0.025892,0.039211,0.003447,0.003049,0.006613,0.009932,0.009663,0.025516,0.057820,0.022585,0.272862,0.081011,0.036334,0.525563,0.003890,0.196264,1.736432,0.592428,0.596946,0.353215,0.595814,0.229508,0.336231,0.225442,0.337281,0.183561,0.235402,0.241803,0.258800,0.013653,0.013574,0.024345,0.034388,0.032749,0.043869,0.030155,0.006391,0.004473,0.005432,0.008571,0.009675,0.009110,NOISE
0.154478,0.043742,3.066500,0.313192,0.296980,0.904863,0.003018,0.166115,-23.041112,2.005791,0.426155,0.336941,-0.148916,-0.028450,0.098162,0.235139,0.191529,0.047464,-0.018037,-0.028276,0.004020,0.011790,0.005409,0.061479,0.006854,0.052510,0.003115,0.092175,0.000461,0.003735,0.003928,0.011392,0.002049,0.035283,0.037629,0.021165,0.170478,0.023173,0.015640,0.391564,0.001851,0.129394,0.485726,0.289477,0.120406,0.216621,0.303471,0.167189,0.200875,0.130195,0.205084,0.174400,0.181685,0.184762,0.096014,0.009637,0.009011,0.038765,0.010905,0.035511,0.001933,0.062480,0.000312,0.004336,0.004357,0.009852,0.001160,0.012616,NOISE
0.054793,0.043813,3.201918,0.158381,0.212468,0.273922,0.011866,0.074090,-23.918234,1.801484,-0.877005,-0.186336,-0.495105,-0.073225,0.133153,-0.405983,-0.253124,0.115517,-0.208664,0.136724,-0.036999,0.005645,0.001975,0.021783,0.020897,0.020833,0.025346,0.013358,0.004216,0.021336,0.016590,0.015088,0.008225,0.026352,0.035216,0.041008,0.104151,0.056096,0.029934,0.272930,0.008670,0.089069,0.879189,0.615699,1.021572,0.414815,0.695808,0.425192,0.250419,0.391073,0.313772,0.350378,0.429256,0.307666,0.260831,0.007439,0.002079,0.042990,0.027971,0.035021,0.038541,0.019151,0.005766,0.027235,0.022883,0.042577,0.016502,0.010571,NOISE
0.207537,0.000424,3.153469,0.267601,0.208780,2.115484,0.000971,0.354436,-31.407406,-0.220741,0.184852,0.383751,-0.153681,0.013553,0.293790,-0.219578,0.176401,-0.140671,0.025090,0.113375,0.003460,0.003237,0.002958,0.004567,0.002353,0.009972,0.003655,0.006612,0.002277,0.002620,0.005070,0.004117,0.003329,0.002973,0.024542,0.001473,0.436462,0.015361,0.007713,0.236103,0.000321,0.041514,1.652114,0.279761,0.396399,0.230989,0.195141,0.144180,0.227436,0.175298,0.155838,0.211868,0.187264,0.152404,0.164470,0.001681,0.001715,0.002253,0.000971,0.006000,0.001489,0.002241,0.001582,0.002202,0.002592,0.001905,0.001961,0.001170,NOISE
0.246477,0.030810,3.301467,0.298490,0.215460,2.408147,0.000785,0.416035,-23.271684,-0.152358,0.497000,0.470170,-0.079589,-0.113853,0.062587,-0.278738,0.326806,-0.042106,0.055900,0.308071,0.080659,0.001867,0.002939,0.005956,0.001899,0.011015,0.001932,0.006568,0.001475,0.002516,0.003321,0.006058,0.002245,0.003469,0.017726,0.003816,0.008341,0.008272,0.002500,0.092414,0.000209,0.020037,0.144308,0.194078,0.116543,0.194004,0.139495,0.116103,0.130384,0.152210,0.114715,0.122007,0.110529,0.145619,0.143291,0.000924,0.001722,0.002562,0.000849,0.007338,0.001189,0.002800,0.000982,0.000834,0.001178,0.003880,0.000950,0.001698,NOISE
0.198703,0.018963,3.211942,0.303419,0.263595,1.537828,0.001238,0.413633,-23.082184,1.530640,-0.360824,-0.278555,0.132697,0.057804,-0.028668,0.008922,-0.087440,-0.169491,0.158900,0.176547,0.110693,0.006365,0.003481,0.016566,0.007854,0.020747,0.028098,0.019143,0.001761,0.005493,0.006794,0.019893,0.007312,0.011330,0.037324,0.015990,0.084139,0.028193,0.007754,0.336934,0.000538,0.108403,1.058058,0.204137,0.222138,0.179623,0.178470,0.205105,0.231406,0.165447,0.179118,0.243212,0.200458,0.193033,0.139326,0.003799,0.003009,0.007254,0.003749,0.015682,0.020476,0.007097,0.001188,0.004833,0.003959,0.010924,0.005332,0.004149,NOISE
0.223097,0.012495,3.237826,0.279608,0.212585,2.171413,0.000989,0.368261,-24.932964,-0.180715,0.284160,0.461638,-0.192971,-0.110735,0.208871,-0.201219,0.226875,0.058612,0.019268,0.182934,0.190182,0.002818,0.002616,0.005723,0.002726,0.014128,0.006435,0.008213,0.001580,0.002853,0.003403,0.004811,0.002350,0.004708,0.040861,0.018044,0.164120,0.034923,0.007578,0.418268,0.000426,0.077679,1.526261,0.171735,0.600405,0.389328,0.115135,0.146439,0.156013,0.236441,0.266686,0.165293,0.171938,0.198505,0.175018,0.001770,0.001830,0.003108,0.002549,0.010974,0.011418,0.003353,0.001068,0.001441,0.001751,0.002221,0.001106,0.003257,NOISE
0.153224,0.054512,3.049660,0.328905,0.308333,0.893983,0.002163,0.179673,-22.415887,1.689305,0.423102,0.476364,0.147939,0.028743,0.070556,0.084138,0.097323,0.088048,-0.022329,-0.057635,-0.022823,0.009603,0.001614,0.050411,0.004168,0.051259,0.003702,0.128966,0.000822,0.001860,0.005235,0.018687,0.002610,0.041166,0.022747,0.009854,0.093773,0.012217,0.001680,0.185708,0.000983,0.117146,0.225379,0.251615,0.137077,0.120610,0.126502,0.158912,0.141328,0.148165,0.184921,0.167112,0.116571,0.101657,0.119670,0.006836,0.001169,0.027943,0.002885,0.026244,0.002835,0.067760,0.000457,0.001453,0.003561,0.010001,0.001836,0.011502,NOISE
0.190216,0.040649,3.255367,0.307759,0.264525,1.591922,0.001172,0.401463,-22.045982,1.581931,-0.327861,-0.176147,0.257256,-0.217220,-0.059447,-0.153990,0.020535,0.087210,0.126737,-0.011031,0.106706,0.008184,0.007949,0.011349,0.006401,0.023893,0.011494,0.022133,0.006306,0.007717,0.010890,0.010544,0.002895,0.009736,0.029093,0.020098,0.066111,0.015343,0.004090,0.228604,0.000405,0.097890,0.298467,0.233107,0.234363,0.168135,0.183084,0.163285,0.188587,0.256425,0.123326,0.177678,0.211558,0.129201,0.171590,0.005555,0.007153,0.005698,0.003718,0.013232,0.018890,0.015263,0.006636,0.003835,0.006122,0.007122,0.002195,0.004524,NOISE
0.153197,0.023458,3.087390,0.324375,0.305748,0.950114,0.001684,0.223764,-23.590851,1.782433,0.285006,0.444780,0.128217,-0.063361,0.018166,0.107498,-0.002079,0.124054,-0.006501,-0.043147,0.047444,0.012302,0.002192,0.079905,0.007067,0.029251,0.005066,0.113991,0.000893,0.002977,0.009067,0.017693,0.002777,0.037605,0.025489,0.015191,0.104655,0.029342,0.008577,0.225444,0.000913,0.119101,0.800368,0.164979,0.465143,0.151413,0.165114,0.240499,0.157721,0.126418,0.168379,0.158948,0.151270,0.149456,0.120308,0.010735,0.002413,0.039358,0.011182,0.017709,0.003958,0.045984,0.000482,0.002376,0.007038,0.008440,0.002601,0.011012,NOISE
0.098457,0.030860,3.143105,0.234398,0.276044,0.514839,0.003516,0.101260,-23.369732,1.980961,-0.342912,0.682744,-0.039339,-0.000499,0.257587,-0.152854,-0.113470,0.118719,0.072934,0.004705,0.075030,0.015221,0.002422,0.046927,0.016208,0.047216,0.015351,0.058241,0.002415,0.006424,0.006994,0.012580,0.005007,0.025716,0.051332,0.028661,0.139476,0.060951,0.024705,0.370796,0.001962,0.088695,1.546173,0.484054,0.457758,0.285500,0.223816,0.235244,0.204149,0.165541,0.241857,0.190242,0.199786,0.203355,0.112571,0.015977,0.002252,0.040766,0.019507,0.025030,0.015528,0.037981,0.002422,0.005919,0.005586,0.009195,0.006278,0.009142,NOISE
0.106037,0.012019,2.919098,0.224144,0.256367,0.629249,0.005328,0.124373,-25.567614,2.156587,0.407694,0.260636,-0.374997,-0.083390,-0.035362,-0.097296,-0.004009,0.153970,0.096178,0.260395,0.136543,0.005219,0.003196,0.020294,0.009291,0.053319,0.024315,0.051783,0.002814,0.008640,0.016211,0.014830,0.002676,0.023173,0.061483,0.014814,0.704136,0.073632,0.035713,0.540652,0.004762,0.111869,2.050307,0.389956,0.753348,0.286012,0.302791,0.347498,0.349363,0.242468,0.264929,0.180227,0.189183,0.226606,0.163673,0.003398,0.002937,0.014151,0.010522,0.038108,0.027557,0.042399,0.005703,0.007909,0.008364,0.007764,0.002199,0.011004,NOISE
0.195874,0.038523,3.249917,0.310267,0.267618,1.469385,0.001373,0.403064,-22.111643,1.468884,-0.447949,-0.015548,0.037404,-0.312202,-0.164477,0.192534,0.034813,-0.062248,0.173742,0.203091,0.010706,0.004847,0.005301,0.018443,0.012324,0.037676,0.005761,0.024330,0.001495,0.006161,0.007764,0.011335,0.009230,0.013772,0.030479,0.014448,0.057631,0.017481,0.003801,0.325741,0.000553,0.113227,0.289834,0.262581,0.135399,0.174894,0.142944,0.146317,0.154191,0.191312,0.160495,0.245843,0.175969,0.158170,0.180975,0.002567,0.005437,0.010105,0.010604,0.030431,0.005084,0.015044,0.000819,0.004925,0.005004,0.005757,0.007630,0.005947,NOISE
0.098804,0.021371,3.007000,0.195353,0.222645,0.690002,0.006130,0.132380,-25.599963,1.835497,0.497627,-0.162244,-0.317230,-0.171240,-0.183839,0.123785,0.027362,0.145290,-0.044095,0.096111,-0.078592,0.031287,0.003920,0.024466,0.009249,0.017338,0.014995,0.026144,0.002806,0.012833,0.025490,0.030507,0.012289,0.021682,0.066765,0.027813,0.334750,0.079347,0.050808,0.418794,0.003741,0.096288,2.773579,0.457051,0.772072,0.357043,0.340795,0.385932,0.369573,0.204114,0.242944,0.282768,0.326803,0.253424,0.334839,0.035175,0.007395,0.016947,0.013632,0.017600,0.020138,0.020530,0.005032,0.017528,0.027403,0.030744,0.015186,0.006713,NOISE
0.208818,0.042546,3.255612,0.289190,0.239992,1.944900,0.001033,0.408082,-21.713027,1.239438,-0.190355,-0.079827,0.189119,0.060481,0.062620,0.038630,0.057383,-0.047880,-0.067765,0.043702,0.284737,0.005978,0.003979,0.024478,0.011279,0.018305,0.007411,0.014345,0.002666,0.005174,0.006671,0.019704,0.003532,0.009807,0.030284,0.013722,0.062929,0.018438,0.007750,0.234298,0.000427,0.068039,0.344666,0.228328,0.195328,0.181702,0.132448,0.192099,0.228920,0.261341,0.190507,0.106865,0.151781,0.161392,0.159959,0.002761,0.002422,0.010016,0.006965,0.008721,0.004262,0.006220,0.001521,0.003408,0.003303,0.022754,0.001873,0.004342,NOISE
0.146765,0.033165,3.158937,0.280997,0.286581,0.988075,0.002098,0.177378,-22.759183,1.368794,0.033586,0.705768,-0.032133,0.073865,-0.103130,-0.124848,-0.087026,0.224669,-0.205301,0.222295,0.044452,0.005301,0.002128,0.025064,0.009820,0.038396,0.005966,0.059748,0.002069,0.017811,0.010963,0.017090,0.005133,0.022393,0.057076,0.026942,0.123740,0.038756,0.016512,0.435762,0.000824,0.117729,0.833826,0.269429,0.364067,0.222496,0.300895,0.169463,0.291688,0.170821,0.278715,0.206306,0.279952,0.166626,0.150931,0.003900,0.001761,0.017867,0.009917,0.030963,0.004708,0.036148,0.001646,0.026430,0.007351,0.016476,0.009324,0.008863,NOISE
0.117487,0.030382,3.223519,0.241081,0.260079,0.900806,0.002221,0.156026,-22.261018,1.336809,-0.727644,-0.109778,0.196750,0.214011,-0.066056,-0.409631,0.147815,0.261964,0.029127,0.028607,-0.012060,0.005142,0.003876,0.008476,0.003573,0.035968,0.006379,0.018030,0.006493,0.009993,0.033955,0.010937,0.009275,0.015388,0.023403,0.009578,0.041856,0.008314,0.014663,0.391933,0.001080,0.097265,0.391368,0.474939,0.194619,0.187190,0.169887,0.117663,0.149557,0.232012,0.142633,0.163151,0.160812,0.118513,0.166611,0.002970,0.002405,0.004420,0.001666,0.028392,0.003809,0.008999,0.006965,0.009975,0.033123,0.004992,0.007929,0.007536,NOISE
0.209005,0.024275,3.204667,0.296368,0.251310,1.780182,0.001189,0.400929,-22.594346,1.444251,-0.397734,-0.163057,0.295904,0.127760,0.072314,-0.156722,-0.047054,0.037382,0.075633,-0.002191,0.162450,0.010154,0.003631,0.021405,0.006652,0.020658,0.015072,0.020272,0.007314,0.006701,0.007147,0.007827,0.004918,0.009813,0.028285,0.008489,0.075829,0.014337,0.014526,0.342302,0.000370,0.056512,0.409101,0.292014,0.222118,0.209728,0.184547,0.182407,0.122162,0.194121,0.149595,0.143227,0.153390,0.156983,0.190640,0.008747,0.002798,0.011896,0.003025,0.012536,0.021403,0.011484,0.008927,0.005898,0.003538,0.004643,0.002450,0.005235,NOISE
0.165074,0.049284,3.237104,0.247956,0.230672,1.466199,0.002499,0.286698,-22.253585,1.122407,-0.477484,-0.394117,0.053874,0.313577,0.099949,-0.438656,0.384993,-0.050458,0.263906,0.135117,-0.182427,0.003623,0.003796,0.008706,0.002848,0.012891,0.004469,0.010671,0.009748,0.024378,0.007978,0.010145,0.006380,0.010734,0.050822,0.023988,0.039942,0.024557,0.015912,0.356857,0.001437,0.069823,0.550261,0.326399,0.207350,0.336422,0.183653,0.202491,0.224181,0.219692,0.314323,0.160671,0.227714,0.192380,0.139598,0.002342,0.002712,0.007077,0.002363,0.011296,0.004007,0.005750,0.011901,0.045090,0.005572,0.009491,0.006724,0.010967,NOISE
0.116633,0.010634,3.122637,0.257095,0.285251,0.634320,0.003204,0.130618,-25.155732,1.696799,-0.368322,0.661241,-0.044438,0.086790,0.249160,-0.136109,-0.166179,0.038070,0.004375,0.084806,0.042081,0.006309,0.002040,0.036110,0.016593,0.060922,0.008979,0.053164,0.003519,0.003213,0.005447,0.013233,0.003938,0.026363,0.049159,0.014709,0.126911,0.058796,0.024244,0.401720,0.002448,0.110119,1.421348,0.636566,0.441428,0.220764,0.266940,0.163424,0.201661,0.152767,0.175329,0.232030,0.137554,0.179140,0.210414,0.004157,0.001688,0.037955,0.018775,0.025831,0.010758,0.041275,0.004102,0.001777,0.004081,0.007441,0.005453,0.007462,NOISE
0.246130,0.055202,3.300903,0.298945,0.217384,2.417172,0.000815,0.417316,-22.393556,-0.146603,0.488336,0.464430,-0.016234,-0.153441,0.000886,-0.274517,0.274576,0.026788,0.060479,0.226467,0.017663,0.002663,0.003223,0.006592,0.003080,0.009032,0.001810,0.009082,0.001403,0.001830,0.003544,0.004445,0.002147,0.003231,0.015629,0.010017,0.008803,0.008343,0.003550,0.081651,0.000226,0.017039,0.200699,0.227887,0.222687,0.197328,0.219481,0.170524,0.166956,0.172969,0.148960,0.226362,0.140978,0.167348,0.128207,0.000832,0.001578,0.003026,0.001452,0.004836,0.000653,0.004095,0.000506,0.000829,0.001784,0.002852,0.000997,0.001077,NOISE
